OBJECTID,CENTERLINE_TAG,BIKE_LANE,L_ADD_FROM,L_ADD_TO,R_ADD_FROM,R_ADD_TO,L_ZIP,R_ZIP,COUNTY_LEFT,COUNTY_RIGHT,CITY_LEFT,CITY_RIGHT,TWP_LEFT,TWP_RIGHT,OPER_STATUS,MAINT_JURIS,TFARE,STRCLASS,STRSUBTYPE,SPD_LIM,ONE_WAY,ONE_WAY_DIR,PRE_DIR,STREET_NAME,STREET_TYPE,SUF_DIR,FULL_STNAME,STR_LABEL
61333,185391,BOTH,2177,2199,2182,2200,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
67118,184874,BOTH,4051,4099,4050,4098,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
66658,138970,BOTH,1701,1705,1624,1698,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,S,EAST,ST,,EAST ST,EAST ST
66663,138972,BOTH,1877,1899,1876,1898,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,S,EAST,ST,,EAST ST,EAST ST
213079,171244,SOUTH,5054,5098,5059,5099,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
68568,129635,BOTH,2400,2594,2401,2595,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35,,,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67150,185009,BOTH,3147,3199,3146,3198,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
67151,132108,BOTH,3201,3299,3200,3298,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
67152,132084,BOTH,3001,3013,3000,3012,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
67629,184292,BOTH,2596,2634,2597,2635,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35,,,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
156862,131405,SOUTH,1101,1135,1100,1134,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
67867,136226,NORTH,1900,1948,1901,1949,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
67933,160535,SOUTH,147,149,150,158,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
67883,186776,NORTH,1950,1998,1951,1999,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
67948,136220,NORTH,2000,2034,2001,2035,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68363,117818,SOUTH,720,738,717,739,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
68430,117819,SOUTH,700,718,701,715,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
68504,113891,NORTH,5058,5098,5059,5099,46201,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68505,135676,NORTH,4600,4612,4601,4613,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68506,135549,NORTH,4700,4712,4701,4707,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68507,113860,NORTH,4714,4724,4709,4715,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68909,117981,NORTH,550,598,551,599,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68984,117980,NORTH,600,610,601,611,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
160062,118715,NORTH,501,599,500,598,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68509,135548,NORTH,4800,4804,4801,4815,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68510,113867,NORTH,4806,4898,4817,4899,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68512,171247,NORTH,5050,5056,5051,5057,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
68514,138115,NORTH,423,451,422,450,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68515,138108,NORTH,513,519,516,524,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68414,117397,NORTH,601,711,600,724,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
79200,136029,BOTH,3700,3798,3701,3799,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
79201,140048,BOTH,3800,3898,3801,3899,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
46324,118672,SOUTH,327,499,326,498,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,25,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
66804,182336,BOTH,613,699,612,698,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
67316,117629,BOTH,601,611,600,610,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
104650,144010,BOTH,8676,8698,8675,8699,46278,46278,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
66821,131969,BOTH,4041,4049,4040,4048,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
66828,205610,BOTH,1317,1331,1318,1330,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
65798,138756,BOTH,1401,1423,1400,1422,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,S,EAST,ST,,EAST ST,EAST ST
68644,129592,BOTH,1988,2098,1989,2099,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35, , ,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
68604,186078,NORTH,539,599,542,598,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68667,138097,NORTH,351,421,350,420,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
103080,190318,BOTH,2447,2455,2446,2454,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
68682,186081,NORTH,713,799,726,798,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68689,186089,SOUTH,657,799,658,798,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
68690,186090,SOUTH,649,655,650,656,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
73625,147807,BOTH,5211,5221,0,0,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,B,5,40,,,,MADISON,AVE,,MADISON AVE,MADISON AVE
73637,187416,BOTH,5223,5235,0,0,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,B,5,40,,,,MADISON,AVE,,MADISON AVE,MADISON AVE
66050,182351,BOTH,817,941,816,940,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
67535,138990,BOTH,424,586,425,587,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,E,PLEASANT RUN PKWY,NDR,,PLEASANT RUN PKWY NDR,PLEASANT RUN PKWY NDR
67562,117401,SOUTH,601,647,600,648,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
67525,129585,BOTH,2300,2398,2301,2399,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35, , ,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67526,129462,BOTH,2100,2198,2101,2199,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35, , ,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67527,129455,BOTH,2200,2236,2201,2237,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35, , ,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67528,129640,BOTH,2636,2828,2637,2829,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35,,,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67529,129580,BOTH,2238,2298,2239,2299,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY COLLECTOR,D,7,35, , ,,COLD SPRING,RD,,COLD SPRING RD,COLD SPRING RD
67049,192853,BOTH,3809,3925,3808,3924,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
66997,141116,NORTH,6100,6248,0,0,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,FREEWAY,B,5,55,TF,WEST,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
68576,138095,NORTH,453,511,452,514,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68586,139866,NORTH,521,537,526,540,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
68593,138054,SOUTH,133,145,132,148,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
68596,147298,SOUTH,151,199,160,198,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
279053,129387,NORTH,0,0,1036,1098,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,,BURDSAL,PKWY,,BURDSAL PKWY,BURDSAL PKWY
69073,146028,WEST,1526,1598,1527,1599,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,SOUTH,N,CAPITOL,AVE,,CAPITOL AVE,CAPITOL AVE
275181,128728,EAST,2000,2038,2001,2039,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,NORTH,N,ILLINOIS,ST,,ILLINOIS ST,ILLINOIS ST
275490,128881,WEST,2000,2048,2001,2049,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,SOUTH,N,CAPITOL,AVE,,CAPITOL AVE,CAPITOL AVE
69094,128694,EAST,1800,1898,1801,1899,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,NORTH,N,ILLINOIS,ST,,ILLINOIS ST,ILLINOIS ST
69095,183621,EAST,1630,1798,1631,1799,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,NORTH,N,ILLINOIS,ST,,ILLINOIS ST,ILLINOIS ST
81531,136188,SOUTH,2100,2118,2101,2119,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
84579,195376,BOTH,2457,2499,2456,2498,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
81707,188425,BOTH,3334,3516,3335,3517,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
81710,188422,BOTH,3222,3228,3223,3229,46201,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
81715,188423,BOTH,3230,3230,3231,3231,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
81716,188424,BOTH,3232,3332,3233,3333,46201,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
81718,136099,BOTH,3042,3218,3043,3219,46201,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
81478,136190,SOUTH,2024,2038,2023,2039,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
85913,109337,BOTH,4701,4799,4700,4798,46268,46268,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,W,71ST,ST,,71ST ST,71ST ST
97995,195094,BOTH,3028,3032,3029,3033,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,FT,EAST,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
84440,115227,BOTH,5000,5022,4869,5005,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
86886,110407,BOTH,5600,5624,5601,5625,46254,46254,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,45,,,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
86187,154073,NORTH,1804,1810,1805,1811,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
270687,215043,SOUTH,0,0,0,0,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,VACATED,PRIVATE,LOCAL STREET,D,8,-1,N,,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
270381,183649,SOUTH,1020,1038,1021,1039,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
84623,139084,BOTH,2501,2521,2500,2520,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84533,139108,BOTH,2631,2637,2622,2638,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84535,138999,BOTH,2705,2729,2704,2722,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84536,139114,BOTH,2311,2329,2310,2324,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84537,139001,BOTH,2169,2229,2168,2228,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84538,139016,BOTH,2701,2703,2700,2702,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84539,139078,BOTH,2801,2811,2744,2762,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84540,190337,BOTH,2523,2533,2522,2532,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84541,139115,BOTH,2331,2343,2326,2340,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84543,139076,BOTH,2821,2833,2800,2806,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84544,139153,BOTH,2401,2419,2400,2420,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84546,139124,BOTH,2345,2399,2342,2398,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84547,139109,BOTH,2601,2627,2600,2612,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84548,139103,BOTH,2535,2599,2534,2598,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84549,185037,BOTH,2629,2629,2614,2620,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84551,131921,BOTH,2941,2999,2934,2998,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84553,139023,BOTH,2731,2799,2724,2742,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84554,139004,BOTH,2301,2309,2300,2308,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
84555,138997,BOTH,2431,2445,2430,2444,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84556,185019,BOTH,2813,2819,2764,2798,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
84557,139005,BOTH,2231,2299,2230,2298,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
