X,Y,OBJECTID,ADDRESS_BLOCK,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_ADDRESS,METER_NUMBER,SPACE_NUMBER,SPACE_TYPE,INSTALL_DATE,HOURLY_RATE,DAILY_RATE,RATE_INCREASE_DATE,ZONE_NAME,OP_HOURS,OP_DAYS,PAY_TYPE
-86.161956123138623,39.771852454910871,67580,300,,INDIANA,AVE,,300 INDIANA AV,IND 000305,3672,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.159572931889841,39.773129004503204,67581,400,N,ILLINOIS,ST,E,400 N ILLINOIS ST,NILL000407,8254,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.151000740495334,39.769687636913176,67582,300,E,OHIO,ST,S,300 E OHIO ST,EO  000317,2796,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.162709392969674,39.770098564963781,67583,200,W,OHIO,ST,N,200 W OHIO ST,WO  000214,3042,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.153849233187842,39.772581091431455,67584,200,E,VERMONT,ST,S,200 E VERMONT ST,EV  000207,1550,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.166185239540908,39.770168665003489,67585,400,W,OHIO,ST,N,400 W OHIO ST,WO  000420,3111,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156312421971478,39.772735403995526,67586,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000052,2594,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.158206772172917,39.772789319001099,67587,0000,W,VERMONT,ST,N,0000 W VERMONT ST,WV  000020,3549,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.15976745355681,39.773734312823208,67588,400,N,ILLINOIS,ST,W,400 N ILLINOIS ST,NILL000418,8244,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.1755469974769,39.772518220281533,67589,300,,UNIVERSITY,BLVD,E,300 UNIVERSITY BLVD,UB  000317,3518,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157687871012214,39.775083536640047,67590,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000523,8456,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157449088593438,39.772791597719447,67591,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000012,2575,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.155773701192615,39.772617240943667,67592,100,E,VERMONT,ST,S,100 E VERMONT ST,EV  000103,2631,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157532148135303,39.779327546041038,67593,900,N,MERIDIAN,ST,E,900 N MERIDIAN ST,NM  000901,2340,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.157528405030163,39.779644359249062,67594,900,N,MERIDIAN,ST,E,900 N MERIDIAN ST,NM  000911,2345,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.154603553961067,39.772594525456711,67595,100,E,VERMONT,ST,S,100 E VERMONT ST,EV  000119,2639,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.15983015229412,39.771996173983602,67596,300,N,ILLINOIS,ST,W,300 N ILLINOIS ST,NILL000316,3947,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.152152444043921,39.769859702851804,67597,300,E,OHIO,ST,N,300 E OHIO ST,EO  000304,2772,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.154617774276815,39.766191298034052,67598,0000,S,DELAWARE,ST,W,0000 S DELAWARE ST,SD  000018,5148,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154617592577253,39.776464703997519,67599,600,,FORT WAYNE,ST,,600 FORT WAYNE ST,FW  000630,8014,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.15773427549162,39.773651781836328,67600,400,N,MERIDIAN,ST,E,400 N MERIDIAN ST,NM  000425,8424,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157796321770192,39.777400902069317,67601,700,N,MERIDIAN,ST,W,700 N MERIDIAN ST,NM  000724,2301,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.161139927036544,39.769921224573835,67602,100,W,OHIO,ST,S,100 W OHIO ST,WO  000125,3477,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154198387847529,39.777125657369304,67603,700,N,DELAWARE,ST,W,700 N DELAWARE ST,ND  000712,8705,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.162722874553751,39.775683122517854,67604,200,W,NORTH,ST,N,200 W NORTH ST,WN  000208,6103,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.157882124056101,39.775099933096541,67605,500,N,MERIDIAN,ST,W,500 N MERIDIAN ST,NM  000524,8441,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.157902283343219,39.773656789126697,67606,400,N,MERIDIAN,ST,W,400 N MERIDIAN ST,NM  000422,8411,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.15026029516288,39.772598457654979,67607,400,E,VERMONT,ST,N,400 E VERMONT ST,EV  000406,1572,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.156283594571647,39.777996706244167,67608,0000,E,ST CLAIR,ST,N,0000 E ST CLAIR ST,ESTC000034,2166,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157735264237232,39.773790921821806,67609,400,N,MERIDIAN,ST,E,400 N MERIDIAN ST,NM  000429,8426,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.160480741416521,39.770047934033528,67610,100,W,OHIO,ST,N,100 W OHIO ST,WO  000112,3455,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157922695068947,39.769638690840708,67611,100,N,MERIDIAN,ST,E,100 N MERIDIAN ST,NM  000111,9560,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156793221079212,39.772611385209608,67612,0000,E,VERMONT,ST,S,0000 E VERMONT ST,EV  000021,2610,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.158289369763054,39.765153657634166,67613,100,S,MERIDIAN,ST,W,100 S MERIDIAN ST,SM  000112,5215,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.155409537507381,39.772727911627577,67614,100,E,VERMONT,ST,N,100 E VERMONT ST,EV  000112,2623,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.160166138961714,39.763250215281971,67615,200,S,ILLINOIS,ST,W,200 S ILLINOIS ST,SILL000230,7413,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.153949693377143,39.772688950201378,67616,200,E,VERMONT,ST,N,200 E VERMONT ST,EV  000204,1535,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.159355601911713,39.780272626622477,67617,900,N,ILLINOIS,ST,E,900 N ILLINOIS ST,NILL000923,8376,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.151201785267205,39.769691748385135,67618,300,E,OHIO,ST,S,300 E OHIO ST,EO  000311,2793,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.162765037743043,39.772278403970304,67619,300,,INDIANA,AVE,,300 INDIANA AV,IND 000330,3664,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157791478673985,39.772093083455609,67620,300,N,MERIDIAN,ST,E,300 N MERIDIAN ST,NM  000317,5578,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.159019976442394,39.764191124314785,67621,0000,W,GEORGIA,ST,S,0000 W GEORGIA ST,WG  000019,4021,CYCLE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156953816105414,39.772616425183067,67622,0000,E,VERMONT,ST,S,0000 E VERMONT ST,EV  000017,2608,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157794969267542,39.780389065427194,67623,0000,W,ST JOSEPH,ST,S,0000 W ST JOSEPH ST,WSTJ000001,8895,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.160766232694783,39.77005436722105,67624,100,W,OHIO,ST,N,100 W OHIO ST,WO  000118,3458,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.160951596613856,39.769918967376718,67625,100,W,OHIO,ST,S,100 W OHIO ST,WO  000121,3475,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157764292366181,39.778220283952486,67626,800,N,MERIDIAN,ST,W,800 N MERIDIAN ST,NM  000804,2331,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.142987210980337,39.87047719111537,67627,6300,,GUILFORD,AVE,W,6300 GUILFORD AV,GF  006314,176,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,SINGLE
-86.159864348532295,39.765871591483517,67628,0000,S,ILLINOIS,ST,E,0000 S ILLINOIS ST,SILL000009,7318,ADA,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157715097301434,39.774518658857893,67629,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000507,8448,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.162862958801909,39.769972964780415,67630,200,W,OHIO,ST,S,200 W OHIO ST,WO  000221,3002,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156129385956461,39.768909307526975,67631,100,N,PENNSYLVANIA,ST,E,100  N PENNSYLVANIA ST,NP  000109,9686,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.151311966288972,39.769851359426532,67632,300,E,OHIO,ST,N,300 E OHIO ST,EO  000318,2779,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157630643804438,39.776550483979904,67633,600,N,MERIDIAN,ST,E,600 N MERIDIAN ST,NM  000627,2243,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.162871767532849,39.772368424117374,67634,300,,INDIANA,AVE,,300 INDIANA AV,IND 000334,3666,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.15618761449646,39.767440741212127,67635,0000,N,PENNSYLVANIA,ST,E,0000 N PENNSYLVANIA ST,NP  000005,9521,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157708892650149,39.774587558613391,67636,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000509,8449,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.159899602065991,39.764646133928046,67637,100,S,ILLINOIS,ST,E,100 S ILLINOIS ST,SILL000107,7328,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.157742408707136,39.773405862649177,67638,400,N,MERIDIAN,ST,E,400 N MERIDIAN ST,NM  000417,8420,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.154515911118395,39.776542525181426,67639,600,,FORT WAYNE,ST,,600 FORT WAYNE ST,FW  000634,8016,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.156094048143601,39.769355965334576,67640,100,N,PENNSYLVANIA,ST,E,100  N PENNSYLVANIA ST,NP  000119,9691,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.160107447228867,39.764953757216389,67641,100,S,ILLINOIS,ST,W,100 S ILLINOIS ST,SILL000114,7332,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.162807572891026,39.7756857305301,67642,200,W,NORTH,ST,N,200 W NORTH ST,WN  000206,6102,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.157806311452418,39.771772878719688,67643,300,N,MERIDIAN,ST,E,300 N MERIDIAN ST,NM  000309,5574,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.160521715113717,39.772736321506784,67644,100,W,VERMONT,ST,S,100 W VERMONT ST,WV  000115,3597,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.15757260585012,39.772792981433511,67645,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000006,2572,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.149888998158005,39.772487545229147,67646,400,E,VERMONT,ST,S,400 E VERMONT ST,EV  000413,1505,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157809611262451,39.776919984411045,67647,700,N,MERIDIAN,ST,W,700 N MERIDIAN ST,NM  000702,2290,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.154479437638983,39.77670660737968,67648,100,E,WALNUT,ST,S,100 E WALNUT ST,EWA 000123,8971,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.159778539127558,39.773556999945598,67649,400,N,ILLINOIS,ST,W,400 N ILLINOIS ST,NILL000412,8241,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.158283196657706,39.765285371288073,67650,100,S,MERIDIAN,ST,W,100 S MERIDIAN ST,SM  000108,5213,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154045907857807,39.775720126255578,67651,600,N,DELAWARE,ST,E,600 N DELAWARE ST,ND  000607,8690,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.15780480672737,39.777184285098556,67652,700,N,MERIDIAN,ST,W,700 N MERIDIAN ST,NM  000714,2296,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.153971219563857,39.777607709964812,67653,700,N,DELAWARE,ST,E,700 N DELAWARE ST,ND  000717,8723,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.154583329425179,39.776706756386425,67654,100,E,WALNUT,ST,S,100 E WALNUT ST,EWA 000121,8970,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.15007887727289,39.769812608330874,67655,400,E,OHIO,ST,N,400 E OHIO ST,EO  000410,2804,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.153276947846621,39.772565971218761,67656,200,E,VERMONT,ST,S,200 E VERMONT ST,EV  000217,1555,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.163072338937184,39.770104193763714,67657,200,W,OHIO,ST,N,200 W OHIO ST,WO  000224,3047,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156717824776393,39.772777532965463,67658,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000042,2589,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.154255924672555,39.775649628774104,67659,600,N,DELAWARE,ST,W,600 N DELAWARE ST,ND  000604,8675,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.164225700034976,39.770005654414732,67660,300,W,OHIO,ST,S,300 W OHIO ST,WO  000315,3016,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156292679537259,39.768831022418553,67661,100,N,PENNSYLVANIA,ST,W,100  N PENNSYLVANIA ST,NP  000108,9673,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.155168138385832,39.776034064569018,67662,600,,FORT WAYNE,ST,,600 FORT WAYNE ST,FW  000620,8009,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.162027355447449,39.771664017386499,67663,300,,INDIANA,AVE,,300 INDIANA AV,IND 000306,3652,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.161020008686734,39.77006093491368,67664,100,W,OHIO,ST,N,100 W OHIO ST,WO  000124,3461,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.159567166711255,39.773359665137356,67665,400,N,ILLINOIS,ST,E,400 N ILLINOIS ST,NILL000411,8256,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.143210032000184,39.868915796382858,67666,6200,,GUILFORD,AVE,W,6200 GUILFORD AV,GF  006216,157,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,MULTI
-86.154684912024265,39.772694255421435,67667,100,E,VERMONT,ST,N,100 E VERMONT ST,EV  000124,2628,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.156316278814245,39.777893434453453,67668,0000,E,ST CLAIR,ST,S,0000 E ST CLAIR ST,ESTC000029,2194,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.154890308030915,39.769794102134632,67669,100,E,OHIO,ST,S,100 E OHIO ST,EO  000121,2020,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.161841899674499,39.771755285198871,67670,300,,INDIANA,AVE,,300 INDIANA AV,IND 000301,3670,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.142825185779998,39.870387716116376,67671,6300,,GUILFORD,AVE,E,6300 GUILFORD AV,GF  006325,192,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,MULTI
-86.160160072416787,39.76340307272838,67672,200,S,ILLINOIS,ST,W,200 S ILLINOIS ST,SILL000224,7410,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.158020790055019,39.766649606542671,67673,0000,S,MERIDIAN,ST,E,0000 S MERIDIAN ST,SM  000007,5233,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.14284884922381,39.869955174350146,67674,6300,,GUILFORD,AVE,E,6300 GUILFORD AV,GF  006301,180,ADA,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,SINGLE
-86.143225270825468,39.868665853160728,67675,6200,,GUILFORD,AVE,W,6200 GUILFORD AV,GF  006208,153,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,MULTI
-86.150074279941776,39.772490585844501,67676,400,E,VERMONT,ST,S,400 E VERMONT ST,EV  000409,1503,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154608813064939,39.766387527973102,67677,0000,S,DELAWARE,ST,W,0000 S DELAWARE ST,SD  000012,5145,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154624983695456,39.765956293482994,67678,0000,S,DELAWARE,ST,W,0000 S DELAWARE ST,SD  000026,5152,ADA,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.159804628336246,39.772592277937832,67679,300,N,ILLINOIS,ST,W,300 N ILLINOIS ST,NILL000332,3955,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.156529898125811,39.766973850161271,67680,0000,E,WASHINGTON,ST,S,0000 E WASHINGTON ST,EW  000013,5006,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.142658605359742,39.870743513472156,67681,900,E,WESTFIELD,BLVD,N,900 WESTFIELD BLVD,WF  000904,451,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,SINGLE
-86.161012645779849,39.76927061947103,67682,100,W,WABASH,ST,S,100 W WABASH ST,WWB 000125,3312,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.155641412193276,39.766590774374329,67683,0000,,VIRGINIA,AVE,N,0000 VIRGINIA AV,VA  000008,5120,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.161551249517828,39.768813657095926,67684,100,N,CAPITOL,AVE,E,100 N CAPITOL AV,NC  000101,3427,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154844390951098,39.766951918852968,67685,100,E,WASHINGTON,ST,S,100 E WASHINGTON ST,EW  000109,5012,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.149537780835985,39.768976290376997,67686,400,E,WABASH,ST,S,400 E WABASH ST,EWB 000331,2845,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
